ENROLLMENT ID - BUYER,ENROLLMENT STATE - BUYER,PROVIDER TYPE CODE - BUYER,PROVIDER TYPE TEXT - BUYER,NPI - BUYER,MULTIPLE NPI FLAG - BUYER,CCN - BUYER,ASSOCIATE ID - BUYER,ORGANIZATION NAME - BUYER,DOING BUSINESS AS NAME - BUYER,CHOW TYPE CODE,CHOW TYPE TEXT,EFFECTIVE DATE,ENROLLMENT ID - SELLER,ENROLLMENT STATE - SELLER,PROVIDER TYPE CODE - SELLER,PROVIDER TYPE TEXT - SELLER,NPI - SELLER,MULTIPLE NPI FLAG - SELLER,CCN - SELLER,ASSOCIATE ID - SELLER,ORGANIZATION NAME - SELLER,DOING BUSINESS AS NAME - SELLER
O20180925002387,ID,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1851836381,N,135143,2567538242,"TANABELL HEALTH SERVICES, INC.",SERENITY HEALTHCARE,CH,CHANGE OF OWNERSHIP,2018-10-01,O20171213002974,ID,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,,,135143,0042578312,"SERENITY HEALTHCARE, LLC",
O20181002000328,IN,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1801882659,N,155718,1951396605,PUTNAM COUNTY HOSPITAL,NORTHVIEW HEALTH AND LIVING,CH,CHANGE OF OWNERSHIP,2018-10-01,O20130121000053,IN,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1801882659,N,155718,8527972595,JOHNSON MEMORIAL HOSPITAL,COMMUNITY NORTHVIEW CARE CENTER
O20181002001728,PA,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1174015853,N,395730,9133471121,"LAKESIDE REHABILITATION & NURSING, LLC",KADIMA REHABILITATION & NURSING AT LAKESIDE,CH,CHANGE OF OWNERSHIP,2018-08-29,O20161024000519,PA,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1144681719,N,395730,6709164932,MAYBROOK P LAKESIDE OPCO LLC,THE GARDENS AT LAKESIDE
O20181002001893,FL,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1073007803,N,105519,0547512543,"6931 W SUNRISE BOULEVARD OPERATIONS, LLC",NSPIRE HEALTHCARE PLANTATION,CH,CHANGE OF OWNERSHIP,2018-09-19,O20080131000545,FL,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1710933916,N,105519,9739261579,MANOR CARE OF PLANTATION FL LLC,MANORCARE HEALTH SERVICES
O20181002002116,IN,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1588611479,N,155402,4880505528,HENDRICKS COUNTY HOSPITAL,HERTIAGE HEALTHCARE,CH,CHANGE OF OWNERSHIP,2018-10-01,O20040813000976,IN,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1588611479,N,155402,4082687553,LAFAYETTE MEDICAL INVESTORS LIMITED PARTNERSHIP,HERITAGE HEALTHCARE
O20181002003137,LA,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1457838088,N,195523,6002168036,BELLE MAISON NURSING & REHABILITATION CENTER LLC,BELLE MAISON NURSING & REHABILITATION CENTER,CH,CHANGE OF OWNERSHIP,2018-08-01,O20181002001839,LA,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1740761717,N,195523,9638421621,BELLE MAISON HOLDINGS LLC,
O20181003001067,OH,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1558856690,N,365370,1850643826,BLUE STREAM REHAB AND NURSING LLC,MOMENTOUS HEALTH AT RICHFIELD,CH,CHANGE OF OWNERSHIP,2018-06-30,O20070313000177,OH,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1669453403,N,365370,3375559719,BRECKSVILLE LEASING CO LLC,PINE VALLEY CARE CENTER
O20181003002300,DE,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1962994905,N,085039,6901158898,NEW CASTLE HEALTH & REHABILITATION CENTER LLC,NEW CASTLE HEALTH & REHABILITATION CENTER,CH,CHANGE OF OWNERSHIP,2018-08-01,O20150710001414,DE,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1013306919,N,085039,9537471131,OAK HRC NEW CASTLE LLC,NEW CASTLE HEALTH AND REHABILITATION CENTER
O20181005002716,NJ,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1487151940,N,315005,5193077931,SPRING GROVE OPERATOR LLC,SPRING GROVE REHABILITATION AND HEALTHCARE CENTER,CH,CHANGE OF OWNERSHIP,2018-09-06,O20080218000532,NJ,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1285676601,N,315005,2264515972,MANOR CARE OF NEW PROVIDENCE NJ LLC,MANORCARE HEALTH SERVICES-NEW PROVIDENCE
O20181009000827,IN,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1194772087,N,155158,4880505528,HENDRICKS COUNTY HOSPITAL,LIFE CARE CENTER OF THE WILLOWS,CH,CHANGE OF OWNERSHIP,2018-10-01,O20040717000109,IN,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1194772087,N,155158,4183521669,CONSOLIDATED RESOURCES HEALTH CARE FUND I LP,LIFE CARE CENTER OF WILLOWS
O20181009001705,IN,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1942256128,N,155423,4880505528,HENDRICKS COUNTY HOSPITAL,HAMMOND-WHITING CARE CENTER,CH,CHANGE OF OWNERSHIP,2018-10-01,O20040717000153,IN,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1942256128,N,155423,4183521669,CONSOLIDATED RESOURCES HEALTH CARE FUND I LP,HAMMOND-WHITING CARE CENTER
O20181011000791,MD,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1114417144,N,215188,5698027191,OASIS NURSING & REHAB LLC,CALVERT COUNTY NUSING CENTER,CH,CHANGE OF OWNERSHIP,2018-10-01,O20100615000096,MD,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1831189042,N,215188,3779613930,CALVERT COUNTY NURSING CENTER INC,
O20181017002071,OH,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1598260952,N,365446,2668724774,PAVILION AT PIKETON FOR NURSING AND REHABILITATION LLC,THE PAVILION AT PIKETON,CH,CHANGE OF OWNERSHIP,2018-06-01,O20160429001873,OH,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1558729806,N,365446,9335448083,PLEASANT HILL LEASING LLC,PLEASANT HILL MANOR
O20181017003303,NM,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1629556188,N,325038,1850643909,1650 GALISTEO STREET OPERATIONS LLC,CASA REAL,CH,CHANGE OF OWNERSHIP,2018-11-01,O20121219000025,NM,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1487907820,N,325038,4183876253,"SF HEALTH FACILITIES-CASA REAL, LP",CASA REAL
O20181018001337,KY,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1326523648,N,185173,5395097489,SUNRISE MANOR OPCO LLC,CUMBERLAND NURSING AND REHABILITATION CENTER,CH,CHANGE OF OWNERSHIP,2018-09-01,O20130219000564,KY,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1316207780,N,185173,0547415796,SOMERSET HEALTH FACILITIES LP,CUMBERLAND NURSING AND REHABILITATION CENTER
O20181018002185,NM,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1356820419,N,325070,4789937889,3720 CHURCH ROCK STREET OPERATIONS LLC,RED ROCKS CARE CENTER,CH,CHANGE OF OWNERSHIP,2018-11-01,O20121218000197,NM,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1861745531,N,325070,7517119647,"GALLUP HEALTH FACILITIES, LP",RED ROCKS CARE CENTER
O20181018003192,OH,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1952887549,N,365418,5496008518,COUNTRYSIDE MANOR NURSING AND REHABILITATION LLC,,CH,CHANGE OF OWNERSHIP,2018-08-01,O20151103001053,OH,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1609251644,N,365418,6204146277,PRISTINE SENIOR LIVING OF FREMONT LLC,PRISTINE SENIOR LIVING AND POST ACUTE CARE OF FREMONT
O20181019000001,KY,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1891270112,N,185352,0648523779,STANTON HEALTH CENTER LLC,STANTON NURSING AND REHABILITATION CENTER,CH,CHANGE OF OWNERSHIP,2018-09-01,O20130220000304,KY,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1205196672,N,185352,2567617749,STANTON HEALTH FACILITIES LP,STANTON NURSING AND REHABILITATION CENTER
O20181019002598,KY,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1063997344,N,185330,0749533826,CAMPBELLSVILLE OPERATING COMPANY LLC,CAMPBELLSVILLE NURSING AND REHABILITATION CENTER,CH,CHANGE OF OWNERSHIP,2018-09-01,O20130211000549,KY,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1093075459,N,185330,1254585680,CAMPBELLSVILLE HEALTH FACILITIES LP,CAMPBELLSVILLE NURSING AND REHABILITATION CENTER
O20181020000043,KY,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1801371125,N,185336,4880947860,SPRINGFIELD HEALTH CENTER LLC,SPRINGFIELD NURSING AND REHABILITATION CENTER,CH,CHANGE OF OWNERSHIP,2018-09-01,O20130221000193,KY,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1386904563,N,185336,5698920718,SPRINGFIELD HEALTH FACILITIES LP,SPRINGFIELD NURSING AND REHABILITATION CENTER
O20181020000084,KY,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1720563034,N,185252,1052664034,SHADY LAWN OPCO LLC,SHADY LAWN NURSING AND REHABILITATION CENTER,CH,CHANGE OF OWNERSHIP,2018-09-01,O20120622000615,KY,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1851651210,N,185252,9234394396,CADIZ HEALTH FACILITIES LP,SHADY LAWN NURSING AND REHABILITATION CENTER
O20181020000109,KY,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1598240897,N,185339,5698028678,IRVINE OPERATING COMPANY LLC,IRVINE NURSING AND REHABILITATION CENTER,CH,CHANGE OF OWNERSHIP,2018-09-01,O20130213000274,KY,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1265792634,N,185339,7315191624,IRVINE HEALTH FACILITIES LP,IRVINE NURSING AND REHABILITATION CENTER
O20181020000155,KY,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1659856961,N,185221,1951654938,SALYERSVILLE HEALTH OPERATING COMPANY LLC,SALYERSVILLE NURSING AND REHABILITATION CENTER,CH,CHANGE OF OWNERSHIP,2018-09-01,O20070213000356,KY,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1114093606,N,185221,3577455625,"EXTENDICARE HOMES, INC",
O20181020000205,KY,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1184109480,N,185262,1850644832,MADISON HEALTH CENTER LLC,MADISON HEALTH AND REHABILITATION CENTER,CH,CHANGE OF OWNERSHIP,2018-09-01,O20130218000228,KY,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1568722643,N,185262,8921252198,RICHMOND HEALTH FACILITIES - MADISON LP,MADISON HEALTH AND REHABILITATION CENTER
O20181020000287,KY,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1891270195,N,185302,1658624630,HARDINSBURG HEALTH CENTER LLC,HARDINSBURG NURSING AND REHABILITATION CENTER,CH,CHANGE OF OWNERSHIP,2018-09-01,O20130221000054,KY,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1205196664,N,185302,4082869193,HARDINSBURG HEALTH FACILITIES LP,HARDINSBURG HEALTH AND REHABILITATION CENTER
O20181020000401,KY,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1689159972,N,185266,2365795341,ELIZABETHTOWN OPCO LLC,ELIZABETHTOWN NURSING AND REHABILITATION CENTER,CH,CHANGE OF OWNERSHIP,2018-09-01,O20130221000264,KY,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1346500303,N,185266,4880849918,ELIZABETHTOWN HEALTH FACILITIES LP,ELIZABETHTOWN NURSING AND REHABILITATION CENTER
O20181022002859,NJ,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1770065674,N,315435,9931452992,FAMILY OF CARING HEALTHCARE AT MONTCLAIR LLC,,CH,CHANGE OF OWNERSHIP,2018-10-03,O20100211000578,NJ,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1194807412,N,315435,6002958725,VAN DYK HEALTH CARE INC,VAN DYK MANOR OF MONTCLAIR
O20181022003183,IL,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1851873459,N,145834,6305199373,AUSTIN OASIS LLC,THE AUSTIN OASIS,CH,CHANGE OF OWNERSHIP,2018-09-01,O20090311000284,KY,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1679578041,N,145834,1052477379,"GENERATIONS AT COLUMBUS PARK, INC",
O20181023001762,NM,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1992284053,N,325091,6901159813,3514 FOWLER AVENUE OPERATIONS LLC,SILVER CITY CARE CENTER,CH,CHANGE OF OWNERSHIP,2018-11-01,O20130321000102,NM,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1104179639,N,325091,5092950147,"SILVER CITY HEALTH FACILITIES, LP",SILVER CITY CARE CENTER
O20181023001771,TN,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1306370275,N,445470,8628321536,TOWNE SQUARE CARE MGT OF PURYEAR INC,TOWNE SQUARE CARE OF PURYEAR,CH,CHANGE OF OWNERSHIP,2017-02-01,O20030115000009,TN,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1104989813,N,445470,8820906738,"BENCHMARK HEALTHCARE OF PURYEAR, INC","BENCHMARK HEALTHCARE OF PURYEAR, INC."
O20181023002357,IN,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1518068881,N,155522,1951396605,PUTNAM COUNTY HOSPITAL,ELWOOD HEALTH AND LIVING,CH,CHANGE OF OWNERSHIP,2018-10-01,O20130121000117,IN,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1518068881,N,155522,8527972595,JOHNSON MEMORIAL HOSPITAL,COMMUNITY PARKVIEW HEALTH AND LIVING
O20181023003210,NJ,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1508348400,N,315434,8628321569,"FAMILY OF CARING HEALTHCARE AT RIDGEWOOD, LLC",,CH,CHANGE OF OWNERSHIP,2018-10-03,O20100119000433,NJ,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1710069133,N,315434,6002958725,VAN DYK HEALTH CARE INC,VAN DYK MANOR OF RIDGEWOOD
O20181025001855,KS,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1669967436,N,175522,4688585979,MEDICALODGES INC,MEDICALODGES GREAT BEND,CH,CHANGE OF OWNERSHIP,2018-08-01,O20110622000423,KS,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1144345919,N,175522,7113105149,"CHERRY VILLAGE BENEVOLENCE, INC.",CHERRY VILLAGE
O20181026001628,KY,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1508362120,N,185468,2961755699,LANDMARK OF RIVER CITY REHABILITATION AND NURSING CENTER,,CH,CHANGE OF OWNERSHIP,2018-05-01,O20120120000584,KY,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1164703955,N,185468,0143497842,"CHRISTIAN HEALTH CENTER - WEST, INC.",
O20181029000196,ID,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1932685583,N,135125,3173876711,MERIDIAN HEALTHCARE LLC,CREEKSIDE TRANSITIONAL CARE AND REHABILITATION,CH,CHANGE OF OWNERSHIP,2018-11-01,O20090326000665,ID,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1639126493,N,135125,9436067147,SUNBRIDGE HEALTHCARE LLC,MERIDIAN CENTER
O20181029001253,CA,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1235604646,N,055435,2567715139,THREE ARCH LLC,THE VILLAS AT SARATOGA SKILLED NURSING AND ASSISTED LIVING,CH,CHANGE OF OWNERSHIP,2018-08-31,O20100303000187,CA,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1689742785,N,055435,7012052970,OUR LADY OF FATIMA VILLA,
O20181029001469,KY,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1760967079,N,185338,1153674726,PEMBROKE OPERATING COMPANY LLC,CHRISTIAN HEIGHTS NURSING AND REHABILITATION CENTER,CH,CHANGE OF OWNERSHIP,2018-09-01,O20130214000409,KY,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1376803551,N,185338,4981858263,PEMBROKE HEALTH FACILITIES LP,CHRISTIAN HEIGHTS NURSING AND REHABILITATION CENTER
O20181029001871,VA,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1821585068,N,495269,8224282413,WELLTOWER OPCO GROUP LLC,THE JEFFERSON,CH,CHANGE OF OWNERSHIP,2018-08-27,O20110414000841,VA,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1750334918,N,495269,8628989399,SUNRISE SENIOR LIVING SERVICES INC,THE JEFFERSON
O20181029002088,KY,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1508341819,N,185272,4789937368,PADUCAH OPERATING COMPANY LLC,RIVER HAVEN NURSING AND REHABILITATION CENTER,CH,CHANGE OF OWNERSHIP,2018-09-01,O20130215000312,KY,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1750641114,N,185272,2264686484,PADUCAH HEALTH FACILITIES LP,MCCRACKEN NURSING AND REHABILITATION CENTER
O20181030001051,IN,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1093762155,N,155348,4880505528,HENDRICKS COUNTY HOSPITAL,PARKVIEW CARE CENTER,CH,CHANGE OF OWNERSHIP,2018-10-01,O20040717000142,IN,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1093762155,N,155348,4183521669,CONSOLIDATED RESOURCES HEALTH CARE FUND I LP,PARKVIEW CARE CENTER
O20181030001162,AK,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1396223210,N,025015,1456265362,SOUTHEAST ALASKA REGIONAL HEALTH CONSORTIUM,,CH,CHANGE OF OWNERSHIP,2018-11-01,O20060410000386,AK,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1518955731,N,025015,6608767314,WRANGELL MEDICAL CENTER,WRANGELL MEDICAL CENTER LTC
O20181030001326,KS,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1932687175,N,175332,6901159433,OTTAWA HEALTHCARE LLC,ROCK CREEK OF OTTAWA,CH,CHANGE OF OWNERSHIP,2018-11-01,O20030905000016,KS,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1346233038,N,175332,5890606164,"OTTAWA RETIREMENT VILLAGE, INC.",OTTAWA RETIREMENT VILLAGE
O20181030002979,TX,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1588142541,N,676216,3274886742,REGENCY IHS OF SAN ANTONIO LLC,REMINGTON TRANSITIONAL CARE OF SAN ANTONIO,CH,CHANGE OF OWNERSHIP,2018-10-01,O20150902000162,TX,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1124412077,N,676216,4789990011,5423 HAMILTON WOLFE ROAD OPERATIONS LLC,POWERBACK REHABILITATION SAN ANTONIO
O20181031000106,MI,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1700365871,N,235232,2163775644,MONROE MI SNF MANAGEMENT LLC,SEACREST REHABILITATION AND NURSING CENTER,CH,CHANGE OF OWNERSHIP,2018-10-01,O20100728000000,MI,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1134446677,N,235232,0749313732,MAGNUM HEALTH AND REHAB OF MONROE LLC,MAGNUM CARE ON MONROE
O20181031000622,MI,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1912486085,N,235281,3870846371,HASTINGS MI SNF MANAGEMENT LLC,CLEARSTREAM REHABILITATION AND NURSING CENTER,CH,CHANGE OF OWNERSHIP,2018-10-01,O20100728000009,MI,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1144547688,N,235281,6103959192,MAGNUM HEALTH AND REHAB OF HASTINGS LLC,MAGNUM CARE OF HASTINGS
O20181031000636,AR,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1467934364,N,045421,5698028199,"LTC OF ROGERS, LLC",ASHLEY REHABILITATION AND HEALTH CARE CENTER,CH,CHANGE OF OWNERSHIP,2018-06-01,O20090116000331,AR,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1760635353,N,045421,8123181161,ASHLEY HEALTH LLC,ASHLEY HEALTH & REHABILITATION
O20181031001431,MI,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1982183042,N,235504,8527311034,ADRIAN MI SNF MANAGEMENT LLC,SPRINGCREEK REHABILITATION AND NURSING CENTER,CH,CHANGE OF OWNERSHIP,2018-10-01,O20100728000014,MI,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1336466929,N,235504,9739212721,MAGNUM HEALTH AND REHAB OF ADRIAN LLC,MAGNUM CARE OF ADRIAN
O20181101000231,KY,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1831674134,N,185061,3577816925,KENWOOD HEALTH CENTER LLC,KENWOOD HEALTH AND REHABILITATION CENTER,CH,CHANGE OF OWNERSHIP,2018-09-01,O20130218000417,KY,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1497015671,N,185061,5799939989,RICHMOND HEALTH FACILITIES - KENWOOD LP,KENWOOD HEALTH AND REHABILITATION CENTER
O20181101000672,AR,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1679057137,N,045228,6406109859,HAZEN SNF OPERATOR LLC,MAPLE HEALTHCARE,CH,CHANGE OF OWNERSHIP,2018-11-01,O20170310000106,AR,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1326582214,N,045228,1153605159,SPRING PLACE HEALTHCARE & REHABILITATION CENTER LLC,
O20181102000060,CA,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1376966861,N,056389,5294088514,VALE OPERATING COMPANY LP,VALE HEALTHCARE CENTER,CH,CHANGE OF OWNERSHIP,2018-10-01,O20030715000012,CA,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1932172491,N,056389,2860309721,GRANCARE LLC,VALE HEALTHCARE CENTER
O20181102000749,CA,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1861896805,N,056229,1153674494,PALM SPRINGS OPERATING COMPANY LP,PALM SPRINGS HEALTHCARE & REHABILITATION CENTER,CH,CHANGE OF OWNERSHIP,2018-10-01,O20110103000408,CA,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1699747659,N,056229,2860309721,GRANCARE LLC,PALM SPRINGS HEALTH CARE & REHABILITATION CENTER
O20181102001066,MD,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1376030510,N,215246,7719230069,WELLTOWER CCRC OPCO LLC,BEDFORD COURT HEALTHCARE CENTER,CH,CHANGE OF OWNERSHIP,2018-10-01,O20110118000109,MD,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1447203468,N,215246,2264560259,SUNRISE CONTINUING CARE LLC,BEDFORD COURT
O20181105000614,VA,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1275041600,N,495330,9335492537,NORFOLK AREA SENIOR CARE LLC,GREENBRIER REGIONAL MEDICAL CENTER,CH,CHANGE OF OWNERSHIP,2018-04-01,O20061222000099,VA,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1891877452,N,495330,0345240388,"CHESAPEAKE REHABILITATION AND CARE CENTER, LLC",CARRINGTON PLACE OF CHESAPEAKE
O20181105002281,TX,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1750869715,N,676243,1052664281,REGENCY IHS OF RICHARDSON LLC,REMINGTON TRANSITIONAL CARE OF RICHARDSON,CH,CHANGE OF OWNERSHIP,2018-10-01,O20150915002218,TX,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1295129146,N,676243,3072820604,1350 E LOOKOUT DRIVE OPERATIONS LLC,POWERBACK REHABILITATION RICHARDSON
O20181105002712,NC,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1447736087,N,345392,5890048037,WADESBORO HEALTH & REHAB CENTER LLC,WADESBORO HEALTH & REHAB CENTER,CH,CHANGE OF OWNERSHIP,2018-09-01,O20110202000046,NC,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1932411956,N,345392,3274713680,"AMBASSADOR REHABILITATION AND HEALTHCARE CENTER, LLC",AMBASSADOR REHABILITATION AND HEALTHCARE CENTER
O20181106002163,IL,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1336621572,N,145603,5890049092,ACCOLADE HEALTHCARE OF THE HEARTLAND LLC,ACCOLADE HEALTHCARE OF PAXTON ON PELLS,CH,CHANGE OF OWNERSHIP,2018-10-17,O20080215000193,IL,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1366489601,N,145603,5092898965,HEARTLAND OF PAXTON IL LLC,HEARTLAND HEALTH CARE CENTER-PAXTON
O20181109002518,IL,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1871075010,N,145350,1759635774,PEARL OF ROLLING MEADOWS LLC,THE PEARL OF ROLLING MEADOWS,CH,CHANGE OF OWNERSHIP,2018-11-01,O20080424000229,IL,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1700824174,N,145350,2769560267,MANOR CARE OF ROLLING MEADOWS IL LLC,MANORCARE HEALTH SEVICES ROLLING MEADOWS
O20181110000012,TX,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1720525116,N,676071,9032103700,SOUTH LIMESTONE HOSPITAL DISTRICT,GROESBECK LTC NURSING AND REHABILITATION,CH,CHANGE OF OWNERSHIP,2018-04-01,O20050826000805,TX,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1497788269,N,676071,5597796763,"GROESBECK LTC PARTNERS, INC.",GROESBECK LTC PARTNERS INC
O20181112000564,TX,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1053624817,N,675842,5698723682,HANSFORD COUNTY HOSPITAL DISTRICT,MI CASITA NURSING AND REHABILITATION,CH,CHANGE OF OWNERSHIP,2018-04-01,O20101007000906,TX,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1053624817,N,675842,8325230428,"MI CASITA LTC PARTNERS, INC.",
O20181113002029,AR,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1205319340,N,045366,6406100346,"CHC HERITAGE SQUARE NURSING CENTER, LLC",HERITAGE SQUARE HEALTHCARE CENTER,CH,CHANGE OF OWNERSHIP,2018-11-01,O20040114000329,AR,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1043206360,N,045366,0749181790,"HERITAGE SQUARE NURSING AND REHABILITATION CENTER, INC.",
O20181113002771,AR,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1851874804,N,045440,9537413489,"CHC HARRIS HEALTHCARE, LLC",HARRIS HEALTH AND REHAB,CH,CHANGE OF OWNERSHIP,2018-11-01,O20140108000777,AR,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1932536711,N,045440,2466680988,"OSNC, INC.",OSCEOLA THERAPY AND LIVING
O20181114000096,AR,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1447733480,N,045315,1951655711,"CHC LAKESIDE NURSING CENTER, LLC",LAKESIDE HEALTH AND REHAB,CH,CHANGE OF OWNERSHIP,2018-11-01,O20031112000544,AR,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1518953892,N,045315,5991618142,"LAKESIDE NURSING AND REHABILITATION CENTER, INC.",LAKESIDE NURSING CENTER
