ENROLLMENT ID,ENROLLMENT STATE,PROVIDER TYPE CODE,PROVIDER TYPE TEXT,NPI,MULTIPLE NPI FLAG,CCN,ASSOCIATE ID,ORGANIZATION NAME,DOING BUSINESS AS NAME,INCORPORATION DATE,INCORPORATION STATE,ORGANIZATION TYPE STRUCTURE,ORGANIZATION OTHER TYPE TEXT,PROPRIETARY_NONPROFIT,NURSING HOME PROVIDER NAME,AFFILIATION ENTITY NAME,AFFILIATION ENTITY ID,ADDRESS LINE 1,ADDRESS LINE 2,CITY,STATE,ZIP CODE
O20040108000345,CT,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1790843100,N,075314,5193624179,"BIDWELL CARE CENTER, LLC",TOUCHPOINTS AT MANCHESTER,2003-12-01,CT,LLC,,P,TOUCHPOINTS AT MANCHESTER,ICARE HEALTH NETWORK,277,333 BIDWELL ST,,MANCHESTER,CT,060406469
O20040108000530,OH,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1811901713,N,365238,9537068440,"HCF OF WAPAKONETA, INC.",WAPAKONETA MANOR,2002-10-03,OH,CORPORATION,,P,WAPAKONETA MANOR,HCF MANAGEMENT,251,1010 LINCOLN HWY,,WAPAKONETA,OH,458959347
O20040108000708,CT,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1457419855,N,075337,7315846250,"MERIDEN CARE CENTER, LLC",SILVER SPRINGS CARE CENTER,,,LLC,,P,SILVER SPRINGS CARE CENTER,ICARE HEALTH NETWORK,277,33 ROY ST,,MERIDEN,CT,064506470
O20040109000588,CA,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1437145109,N,555390,8921908831,UHS-CORONA INC.,CORONA REGIONAL MEDICAL CENTER,1981-11-18,DE,CORPORATION,,P,CORONA REGIONAL MEDICAL CENTER D/P SNF,,,730 MAGNOLIA AVENUE,CORONA REGIONAL MEDICAL CENTER (SNF),CORONA,CA,928793117
O20040109000736,OH,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1851305858,N,365246,7416857107,"HCF OF VAN WERT, INC.",VAN WERT MANOR,2002-10-03,OH,CORPORATION,,P,VAN WERT MANOR,HCF MANAGEMENT,251,160 FOX RD,,VAN WERT,OH,458912440
O20040109000833,NE,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1013990100,N,285209,6800796517,WAKEFIELD CARE CENTER,WAKEFIELD HEALTH CARE CENTER,1997-06-01,NE,OTHER,GOVERNMENTAL,P,WAKEFIELD HEALTH CARE CENTER,,,306 ASH ST,,WAKEFIELD,NE,68784
O20040109000952,OH,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1851305833,N,365265,5991605610,"HCF OF PIQUA, INC.",PIQUA MANOR,2002-10-03,OH,CORPORATION,,P,PIQUA MANOR,HCF MANAGEMENT,251,1840 W HIGH ST,,PIQUA,OH,453569399
O20040109001014,NC,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1336142470,N,345001,4789584434,"HILLCREST CONVALESCENT CENTER, INC.","HILLCREST CONVALESCENT HOME, INC",1967-01-01,NC,CORPORATION,,P,HILLCREST CONVALESCENT CENTER,,,1417 W PETTIGREW   ST,,DURHAM,NC,277054820
O20040109001064,TX,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1033114319,N,676011,4880594548,MAGNOLIA PLACE HEALTH CARE L L P,MAGNOLIA PLACE HEALTH,,,OTHER,LIMITED LIABILITY PARTNERSHIP,P,MAGNOLIA PLACE HEALTH CARE LLP,,,1620 MAGNOLIA,,LIBERTY,TX,775753546
O20040110000068,MN,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1588645063,N,245446,6305746975,"ASSUMPTION HOME, INC.",,1963-09-08,MN,CORPORATION,,N,ASSUMPTION HOME,BENEDICTINE HEALTH SYSTEM,75,715 1ST ST N,,COLD SPRING,MN,563201401
O20040110000201,MN,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1689783987,N,245344,5799685384,COUNTY OF DODGE,FAIRVIEW CARE CENTER,,,OTHER,GOVERNMENT,N,FAIRVIEW CARE CENTER,,,702 10TH AVE NW,,DODGE CENTER,MN,559279172
O20040112000078,OH,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1649294216,N,365318,4082514583,"HCF OF COURT HOUSE, INC.",ST. CATHERINE'S MANOR OF WASHINGTON COURT HOUSE,2002-10-03,OH,CORPORATION,,P,ST CATHERINES MANOR OF WASHINGTON COURT HOUSE,HCF MANAGEMENT,251,250 GLENN AVE,,WASHINGTON COURT HOUSE,OH,431601712
O20040112000106,OH,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1144234139,N,365744,0345140885,"HCF OF ROSELAWN, INC.",ROSELAWN MANOR,2002-10-03,OH,CORPORATION,,P,ROSELAWN MANOR,HCF MANAGEMENT,251,420 E 4TH ST,,SPENCERVILLE,OH,458871210
O20040112000171,FL,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1053480061,N,105563,6305746728,CENTRE POINTE HRC LLC,CENTRE POINTE HEALTH AND REHAB CENER,2003-08-27,GA,LLC,,P,CENTRE POINTE HEALTH AND REHAB CENTER,CLEAR CHOICE HEALTHCARE,149,2255 CENTERVILLE ROAD,,TALLAHASSEE,FL,323084315
O20040112000189,CT,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1083602346,N,075353,6901706332,JEWISH HOME FOR THE ELDERLY OF FAIRFIELD COUNTY INCORPORATED,MOZAIC JEWISH HOME,1967-08-07,CT,CORPORATION,,N,MOZAIC SENIOR LIFE,,,4200 PARK AVE,,BRIDGEPORT,CT,066041049
O20040112000218,NY,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1588746051,N,335399,5092615351,HUDSON VALLEY CARE PARTNERS LLC,,2004-01-01,NY,LLC,,P,HUDSON VALLEY REHABILITATION & EXTENDED CARE CTR,,,260 VINEYARD AVE,,HIGHLAND,NY,125282343
O20040112000276,GA,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1740227164,N,115652,3072420819,CHERRY BLOSSOM HEALTH CARE CENTER LLC,CHERRY BLOSSOM HEALTH AND REHABILITATION,2002-07-01,GA,LLC,,N,CHERRY BLOSSOM HEALTH AND REHABILITATION,"HEALTH SYSTEMS FACILITIES, INC.",258,3520 KENNETH DR,,MACON,GA,312063824
O20040112000327,GA,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1841238326,N,115483,4385551118,DAWSON MANOR NURSING HOME LLC,DAWSON HEALTH AND REHABILITATION,2002-07-01,GA,LLC,,N,DAWSON HEALTH AND REHABILITATION,"HEALTH SCHOLARSHIPS, INC.",256,1159 GEORGIA AVE SE,,DAWSON,GA,398422124
O20040112000383,TX,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1700822707,N,465155,8123928421,AHC OGDEN LLC,PINE VIEW TRANSITIONAL REHAB,,,LLC,,P,PINE VIEW TRANSITIONAL REHAB,ADVANCED HEALTH CARE,11,1497 EAST SKYLINE DRIVE,PINE VIEW TRANSITIONAL REHAB,SOUTH OGDEN,UT,844054837
O20040112000522,AR,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1710973086,N,045304,2365342680,"BEEBE RETIREMENT CENTER, INC.",,2002-01-05,AR,CORPORATION,,P,"BEEBE RETIREMENT CENTER, INC.",ANTHONY & BRYAN ADAMS,36,709 MCAFEE LN,,BEEBE,AR,720128000
O20040112000577,OH,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1265455521,N,365333,4880594019,"HCF OF BOWLING GREEN, INC.",BOWLING GREEN MANOR,2002-10-03,OH,CORPORATION,,P,BOWLING GREEN MANOR,HCF MANAGEMENT,251,1021 WEST POE ROAD,,BOWLING GREEN,OH,434029362
O20040113000076,GA,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1811935356,N,115481,5395652218,FOUR COUNTY HEALTH CARE LLC,FOUR COUNTY HEALTH AND REHABILITATION,2002-07-01,GA,LLC,,N,FOUR COUNTY HEALTH AND REHABILITATION,"HEALTH SYSTEMS FACILITIES, INC.",258,124 OVERBY DR,,RICHLAND,GA,318251300
O20040113000095,GA,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1932148392,N,115447,5092615245,HERITAGE INN OF BARNESVILLE LLC,HERITAGE INN OF BARNESVILLE HEALTH AND REHABILITATION,,,LLC,,N,HERITAGE INN OF BARNESVILLE HEALTH AND REHAB,"HEALTH SYSTEMS FACILITIES, INC.",258,946 VETERANS PKWY,,BARNESVILLE,GA,302043771
O20040113000136,GA,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1265479133,N,115369,1850208679,HERITAGE INN OF SANDERSVILLE LLC,HERITAGE INN OF SANDERSVILLE HEALTH AND REHABILITATION,2002-07-01,GA,LLC,,N,HERITAGE INN OF SANDERSVILLE HEALTH AND REHAB,"HEALTH SYSTEMS FACILITIES, INC.",258,652 FERNCREST DR,,SANDERSVILLE,GA,310821863
O20040113000161,GA,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1144268681,N,115614,5092622837,LEE COUNTY HEALTH CARE LLC,LEE COUNTY HEALTH AND REHABILITATION,2002-07-01,GA,LLC,,N,LEE COUNTY HEALTH AND REHABILITATION,"HEALTH SCHOLARSHIPS, INC.",256,214 MAIN ST,BOX 859,LEESBURG,GA,317630859
O20040113000254,OH,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1447264452,N,365337,6305746595,"HCF OF FOX RUN, INC.",THE MANOR AT GREENDALE,2002-10-03,OH,CORPORATION,,P,THE MANOR AT GREENDALE,HCF MANAGEMENT,251,2101 GREENDALE AVE,,FINDLAY,OH,458407160
O20040113000265,KS,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1831184829,N,175417,7911807102,"FRANKFORT COMMUNITY CARE HOME, INC",FRANKFORT COMMUNITY CARE HOME,1972-04-04,KS,CORPORATION,,N,FRANKFORT COMMUNITY CARE HOME,,,510 N WALNUT ST,,FRANKFORT,KS,664271446
O20040113000652,OH,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1659385656,N,365361,0345140372,"HCF OF SHAWNEE, INC.",SHAWNEE MANOR,2002-10-03,OH,CORPORATION,,P,SHAWNEE MANOR,HCF MANAGEMENT,251,2535 FORT AMANDA ROAD,,LIMA,OH,458043728
O20040113000696,OH,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1629092275,N,365377,5496655474,"HCF OF CELINA, INC.",CELINA MANOR,2002-10-03,OH,CORPORATION,,P,CELINA MANOR,HCF MANAGEMENT,251,1001 MYERS RD,,CELINA,OH,458221137
O20040113000730,OH,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1154335305,N,365497,7719887793,"HCF OF CRESTVIEW, INC.",VILLAGE AT THE GREENE,2002-10-03,OH,CORPORATION,,P,VILLAGE AT THE GREENE,HCF MANAGEMENT,251,4381 TONAWANDA TRL,,BEAVERCREEK,OH,454301961
O20040114000447,MN,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1881682680,N,245494,0042121618,ELIM HOMES INC,ELIM WELLSPRING,1986-01-29,MN,CORPORATION,,N,ELIM WELLSPRING,CASSIA,120,701 FIRST STREET,,PRINCETON,MN,553711799
O20040114000610,OH,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1982618963,N,366022,2769383652,"HCF OF PERRYSBURG, INC.",THE MANOR AT PERRYSBURG,2002-10-03,OH,CORPORATION,,P,MANOR AT PERRYSBURG,HCF MANAGEMENT,251,250  MANOR DR,,PERRYSBURG,OH,435513118
O20040115000461,CA,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1912992264,N,056379,5193626984,OXNARD MANOR LP,OXNARD MANOR HEALTHCARE CENTER,,,PARTNERSHIP,,P,OXNARD MANOR HEALTHCARE CENTER,,,1400 W GONZALES RD,,OXNARD,CA,930363362
O20040115000540,NY,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1275607566,N,335672,1254232051,VALLEY HEALTH SERVICES INC,,1984-03-26,NY,CORPORATION,,N,VALLEY HEALTH SERVICES INC,,,690W GERMAN ST,,HERKIMER,NY,133502135
O20040116000191,AL,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1598752073,N,015448,0042111692,SOUTH HAMPTON NURSING AND REHABILITATION CENTER LLC,SOUTH HAMPTON NURSING AND REHABILITATION CENTER,2002-02-18,AL,LLC,,P,SOUTH HAMPTON NURSING & REHABILITATION CENTER,PRESTON HEALTH SERVICES,702,213 WILSON MANN RD,,OWENS CROSS ROADS,AL,357638606
O20040116000254,NC,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1093708497,N,345341,3577464130,SILVER BLUFF LLC,SILVER BLUFF,1983-08-06,NC,CORPORATION,,P,SILVER BLUFF INC,,,100 SILVER BLUFF DR,,CANTON,NC,287166350
O20040116000304,KS,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1780771717,N,175070,4688585979,MEDICALODGES INC,MEDICALODGES PITTSBURG,1976-04-19,KS,CORPORATION,,P,MEDICALODGES PITTSBURG,"MEDICALODGES, INC.",344,2520 S ROUSE ST,,PITTSBURG,KS,667626605
O20040116000464,AL,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1114002227,N,015104,0143121749,"SOUTHLAND NURSING HOME, LLC",SOUTHLAND NURSING HOME,2004-01-01,AL,LLC,,P,SOUTHLAND NURSING HOME,,,500 SHIVERS TERRACE,,MARION,AL,367563534
O20040116000613,AL,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1407937709,N,015416,1052212685,ANDALUSIA MANOR LLC,ANDALUSIA MANOR,2004-01-01,AL,LLC,,P,ANDALUSIA MANOR,,,670 MOORE RD,,ANDALUSIA,AL,364205299
O20040116000666,FL,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1780688739,N,106053,4789585324,SUNNYSIDE PROPERTIES OF SARASOTA INC,SUNNYSIDE NURSING HOME,,FL,CORPORATION,,N,SUNNYSIDE NURSING HOME,,,5201 BAHIA VISTA STREET,,SARASOTA,FL,342322615
O20040120000865,IA,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1083798086,N,165550,2860393923,SOLON NURSING CARE CENTER INC,SOLON NURSING CARE CENTER,1972-06-15,IA,CORPORATION,,P,SOLON NURSING CARE CENTER,,,523 E 5TH ST,,SOLON,IA,523339620
O20040120000873,IA,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1710085626,N,165546,0941101000,TABOR MANOR CARE CENTER INC,TABOR MANOR CARE CENTER,1975-07-17,IA,CORPORATION,,P,TABOR MANOR CARE CENTER,,,209 MAIN ST,,TABOR,IA,516532061
O20040120000911,TN,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1285624361,N,445473,3072414135,JEFFERSON COUNTY NURSING HOME,JEFFERSON COUNTY NURSING HOME,,,OTHER,COUNTY OWNED/GOVERNMENTAL,N,JEFFERSON COUNTY NURSING HOME,,,914 INDUSTRIAL PARK RD,,DANDRIDGE,TN,377254700
O20040121000060,MI,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1396723508,N,235238,4688576788,EVANGELICAL HOMES OF MICHIGAN,EVANGELICAL HOME - SALINE,1946-08-01,MI,OTHER,NON-PROFIT CORP,N,EVANGELICAL HOME - SALINE,,,440W RUSSELL ST,,SALINE,MI,481761184
O20040122000039,IL,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1922095470,N,145557,4385546266,"ALDEN ESTATES OF BARRINGTON, INC.",,2006-06-01,IL,CORPORATION,,P,ALDEN ESTATES OF BARRINGTON,THE ALDEN NETWORK,504,1420S BARRINGTON RD,,BARRINGTON,IL,600105206
O20040122000176,OH,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1124023585,N,366062,4486556396,"BLCC, INC",CAPRICE HEALTH CARE CENTER,1998-08-20,OH,CORPORATION,,P,CAPRICE HEALTH CARE CENTER,,,9184 MARKET ST,,NORTH LIMA,OH,444529558
O20040122000261,GA,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1740222801,N,115576,9638071558,GOLDEN AGE OAK VIEW HOME LLC,OAK VIEW,2002-07-01,GA,LLC,,N,"OAK VIEW HOME, INC","HEALTH SYSTEMS FACILITIES, INC.",258,119 OAK VIEW STREET,,WAVERLY HALL,GA,318313139
O20040122000450,ND,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1083794432,N,355096,8729980677,ANETA NURSING HOME INCORPORATED,ANETA PARKVIEW HEALTH CENTER,,,OTHER,NN PROFIT,N,ANETA PARKVIEW HEALTH CTR,,,113 5TH ST S,,ANETA,ND,58212
O20040122000650,MN,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1104815984,N,245594,0446152227,MORGAN MEMORIAL FOUNDATION INC,GIL-MOR MANOR AND GIL-MOR HAVEN,1959-12-30,MN,OTHER,NON-PROFIT FOUNDATION,N,GIL-MOR MANOR,,,96 3RD ST E,,MORGAN,MN,562661414
O20040122000949,VA,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1578519500,N,495377,4385546118,"THE LAURELS OF CHARLOTTESVILLE, LLC",THE LAURELS OF CHARLOTTESVILLE,2002-05-07,MI,LLC,,P,THE LAURELS OF CHARLOTTESVILLE,CIENA HEALTHCARE/LAUREL HEALTH CARE,144,490 HILLSDALE DRIVE,,CHARLOTTESVILLE,VA,22901
O20040123000059,LA,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1396754750,N,195492,0143122846,"AVALON PLACE, LP",AVALON PLACE,1999-08-23,LA,PARTNERSHIP,,P,AVALON PLACE,PARAMOUNT HEALTHCARE CONSULTANTS,396,4385 OLD STERLINGTON RD,,MONROE,LA,712032360
O20040123000370,NC,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1235239567,N,345494,5294637849,"CENTURY CARE OF GASTONIA, INC",PEAK RESOURCES - GASTONIA,1999-03-23,NC,CORPORATION,,P,PEAK RESOURCES -  GASTONIA,"PEAK RESOURCES, INC.",397,2780 X-RAY DRIVE,,GASTONIA,NC,280547490
O20040123000783,LA,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1487692380,N,195272,6800798422,JEFFERSON HEALTHCARE CENTER LLC,JEFFERSON HEALTHCARE CENTER,2003-11-19,LA,LLC,,P,JEFFERSON HEALTHCARE CENTER,PLANTATION MANAGEMENT COMPANY,406,2200 JEFFERSON HWY,,JEFFERSON,LA,701213822
O20040123000789,WA,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1376531996,N,505417B,6709788326,SAINT ANNE CORPORATION,SAINT ANNE NURSING & REHABILITATION CENTER,,,CORPORATION,,P,CASCADES OF ST ANNE,,,3540 NE 110TH ST,,SEATTLE,WA,981255761
O20040123000869,MO,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1396747275,N,265705,3072415504,GOOD SHEPHERD NURSING HOME,GOOD SHEPHERD COMMUNITY CARE AND REHABILITATION,,,OTHER,COUNTY OWNED & OPERATED BY TOWNSHIPS,N,GOOD SHEPHERD COMMUNITY CARE AND REHABILITATION,,,200 W 12TH ST,,LOCKWOOD,MO,656828337
O20040126000424,AL,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1861420408,N,015414,5991607301,LAFAYETTE NURSING HOME LLC,LAFAYETTE NURSING HOME,,,LLC,,P,LAFAYETTE NURSING HOME,,,555 B ST SW,,LAFAYETTE,AL,368622062
O20040128000376,OK,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1700821493,N,375454,8123921285,TRINITY WOODS,,1954-06-18,OK,CORPORATION,,N,"TRINITY WOODS, INC.",,,4134 E 31ST ST,,TULSA,OK,741351511
O20040128000807,MN,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1174511828,N,245513,5698678621,LAKE RIDGE CARE CENTER OF BUFFALO INC,LAKE RIDGE HEALTH CARE CENTER,2003-12-05,MN,CORPORATION,,N,"LAKE RIDGE CARE CENTER OF BUFFALO, INC.",CASSIA,120,310 LAKE BLVD S,,BUFFALO,MN,553131456
O20040129000042,LA,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1962411355,N,195572,9830092758,"LESLIE LAKES CARE CENTER, LLC",LESLIE LAKES RETIREMENT CENTER,,,PARTNERSHIP,,P,LESLIE LAKES RETIREMENT CENTER,PARAMOUNT HEALTHCARE CONSULTANTS,396,1355 6TH ST,,ARCADIA,LA,710013109
O20040129000225,IL,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1649267980,N,145050,3779486527,DUPAGE COUNTY,DUPAGE CARE CENTER,,,OTHER,COUNTY GOVERNMENT,N,DUPAGE CARE CENTER,,,400 N COUNTY FARM RD,,WHEATON,IL,601873908
O20040129000525,OH,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1669522405,N,365746,2365345162,BRENTWOOD HEALTHCARE ENTERPRISES,BRENTWOOD HEALTHCARE CENTER,2002-10-01,OH,LLC,,P,BRENTWOOD HEALTH CARE CENTER,,,907W AURORA RD,,SAGAMORE HLS,OH,440671605
O20040129000649,OH,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1336142645,N,365604,2264335082,"PROGRESSIVE GREEN MEADOWS, LLC",GREEN MEADOWS SKILLED NURSING AND REHAB,,,LLC,,P,GREEN MEADOWS SKILLED NURSING AND REHAB,,,7770 COLUMBUS RD NE,,LOUISVILLE,OH,446419773
O20040129000749,OH,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1710980024,N,366036,4385547124,"PROGRESSIVE PINES, LLC",GLENDORA HEALTHCARE CENTER,2001-12-28,OH,LLC,,P,GLENDORA HEALTH CARE CENTER,DIVINE HEALTHCARE MANAGEMENT,186,1552 N HONEYTOWN RD,,WOOSTER,OH,446919511
O20040130000292,OH,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1629052139,N,366184,9032012695,"ELIZABETH SCOTT COMMUNITY, INC.",ELIZABETH SCOTT COMMUNITY,2003-10-31,OH,CORPORATION,,P,ELIZABETH SCOTT COMMUNITY,,,2720 ALBON RD,,MAUMEE,OH,435379752
O20040202000337,PA,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1992704589,N,395384,5991608382,COUNTY OF CHESTER,POCOPSON HOME,,,OTHER,COUNTY GOV'T OWNED SNF,N,POCOPSON HOME,,,1695 LENAPE RD,POCOPSON HOME,WEST CHESTER,PA,193826801
O20040202000371,CA,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1437146032,N,055816,0446153746,"12232 CHAPMAN AVE, INC.",CHAPMAN CARE CENTER,2003-09-23,CA,CORPORATION,,P,CHAPMAN CARE CENTER,JANET & BRENDA MANDELBAUM,291,12232 CHAPMAN AVE,,GARDEN GROVE,CA,928403717
O20040202000386,CA,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1881681559,N,555329,3779486071,1130 W LA PALMA AVE INC,LA PALMA NURSING CENTER,2003-09-23,CA,CORPORATION,,P,LA PALMA NURSING CENTER,JANET & BRENDA MANDELBAUM,291,1130 W LA PALMA AVE,,ANAHEIM,CA,928012803
O20040202000402,CA,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1033106703,N,555520,6103729405,1135 N LEISURE CT INC,LEISURE COURT NURSING CENTER,2003-09-23,CA,CORPORATION,,P,LEISURE COURT NURSING CENTER,JANET & BRENDA MANDELBAUM,291,1135 N LEISURE CT,,ANAHEIM,CA,928012939
O20040202000448,OH,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1396748612,N,365452,3779486089,"PROGRESSIVE ROLLING HILLS, LLC",PEARLVIEW REHAB & WELLNESS CENTER,,OH,LLC,,P,PEARLVIEW REHAB & WELLNESS CTR,DIVINE HEALTHCARE MANAGEMENT,186,4426 HOMESTEAD DR,,BRUNSWICK,OH,442122506
O20040202000836,MN,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1578511358,N,245376,0345143616,ZUMBROTA HEALTH SERVICES,ZUMBROTA CARE CENTER,2003-08-21,MN,CORPORATION,,N,ZUMBROTA CARE CENTER,ST. FRANCIS HEALTH SERVICES,487,433 MILL ST,,ZUMBROTA,MN,559921634
O20040203000467,TX,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1740277870,N,676021,2466345681,"CLAREWOOD HOUSE, INC",CLAREWOOD HOUSE EXTENDED CARE CENTER,1962-06-28,TX,CORPORATION,,N,CLAREWOOD HOUSE EXTENDED CARE CENTER,,,7400 CLAREWOOD DR,,HOUSTON,TX,770364380
O20040203000952,ND,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1730186529,N,355101,4789577883,HIT INC,DACOTAH ALPHA,1980-04-01,ND,CORPORATION,,N,DAKOTA  ALPHA,,,1303 27TH ST NW,,MANDAN,ND,58554
O20040204000268,KY,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1902847361,N,185306,1557254539,"RIDGEWOOD TERRACE, LLC",RIDGEWOOD TERRACE HEALTH AND REHABILITATION CENTER,,,LLC,,P,RIDGEWOOD TERRACE NURSING HOME,,,150 CORNWALL DR,,MADISONVILLE,KY,424318781
O20040204000554,IN,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1932196326,N,155620,6709795974,THE HEALTH AND HOSPITAL CORPORATION OF MARION COUNTY,ZIONSVILLE MEADOWS,1952-01-07,IN,OTHER,MUNICIPAL CORPORATION,N,ZIONSVILLE MEADOWS,AMERICAN SENIOR COMMUNITIES,33,675 S FORD RD,,ZIONSVILLE,IN,460771825
O20040204000727,MS,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1124135827,N,255269,5092608943,"LAFAYETTE LTC, INC",GRACELAND CARE CENTER OF OXFORD,2003-09-03,MS,CORPORATION,,P,OXFORD HEALTH & REHAB CENTER,ADVANCED HEALTH CARE MANAGEMENT,12,1301 BELK BLVD,GRACELAND CARE CENTER OF OXFORD,OXFORD,MS,386555301
O20040204001039,MS,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1922111004,N,255268,3870486780,"UNION LTC, INC",NEW ALBANY HEALTH & REHAB CENTER,2003-09-03,MS,CORPORATION,,P,NEW ALBANY HEALTH & REHAB CENTER,ADVANCED HEALTH CARE MANAGEMENT,12,118 SOUTH GLENFIELD ROAD,GRACELAND CARE CENTER OF NEW ALBANY--NEW ALBANY HE,NEW ALBANY,MS,386522605
O20040205000805,NC,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1407843097,N,345264,1456244102,"STANLEY TOTAL LIVING CENTER, INC","STANLEY TOTAL LIVING CENTER, INC",1981-01-19,NC,CORPORATION,,N,STANLEY TOTAL LIVING CENTER,,,514  OLD MOUNT HOLLY               RD,,STANLEY,NC,281642191
O20040206000891,NC,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1295704997,N,345006,8426941907,"UNIVERSAL HEALTH CARE / BLUMENTHAL, INC.",BLUMENTHAL NURSING AND REHABILITATION CENTER,2003-10-21,NC,CORPORATION,,P,BLUMENTHAL HEALTH AND REHABILITATION CENTER,MEDICAL FACILITIES OF AMERICA,343,3724 WIRELESS DR,,GREENSBORO,NC,274553312
O20040209000026,PA,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1649276742,N,396081,3173431798,SAINT MARY'S HOME OF ERIE,SAINT MARY'S AT ASBURY RIDGE,1974-06-17,PA,CORPORATION,,N,SAINT MARY'S AT ASBURY RIDGE,,,4855 W RIDGE RD,,ERIE,PA,165061213
O20040209000143,TX,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1609816206,N,325116,5597675074,MESCALERO CARE CENTER,,,NM,OTHER,TRIBAL,N,MESCALERO CARE CENTER,,,454 LIPAN AVE,,MESCALERO,NM,88340
